URL_ID,Positive_Score,Negative_Score,Polarity_Score,Subjectivity_Score,URL,avg_words_per_sentence
Netclan20241024,10,3,0.5384614970414233,0.0454545452956134,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,16.733333333333334
Netclan20241030,13,6,0.3684210332409982,0.0591900309682553,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,29.444444444444443
Netclan20241018,8,7,0.0666666622222225,0.0317796609496193,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,29.923076923076923
Netclan20241150,4,4,0.0,0.0408163263223656,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,85.0
Netclan20241144,7,3,0.399999960000004,0.04999999975,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,34.4
Netclan20241145,14,2,0.7499999531250029,0.0535117055066498,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,17.714285714285715
Netclan20241151,4,1,0.599999880000024,0.0295857986415041,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,37.75
Netclan20241019,10,3,0.5384614970414233,0.0454545452956134,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,16.733333333333334
Netclan20241031,56,15,0.5774647805990876,0.0770065075086697,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,38.68421052631579
Netclan20241025,20,10,0.3333333222222225,0.0717703347565303,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,52.285714285714285
Netclan20241033,75,12,0.7241379227110584,0.0778871977816587,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,19.93617021276596
Netclan20241027,18,6,0.4999999791666675,0.0652173911271266,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,49.666666666666664
Netclan20241147,5,0,0.99999980000004,0.0206611569394167,https://insights.blackcoffer.com/real-estate-data-warehouse/,22.555555555555557
Netclan20241153,5,0,0.99999980000004,0.0267379677714547,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,20.0
Netclan20241152,5,0,0.99999980000004,0.0297619045847505,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,50.333333333333336
Netclan20241146,9,3,0.4999999583333368,0.0385852088791472,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,53.6
Netclan20241026,54,16,0.5428571351020409,0.0533536584959194,https://insights.blackcoffer.com/transforming-and-managing-a-large-scale-sql-pedigree-database-to-neo4j-graph-db/,20.942307692307693
Netclan20241032,25,12,0.3513513418553691,0.0515320333544122,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,13.0
Netclan20241036,35,10,0.5555555432098769,0.1056338025689347,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,21.9375
Netclan20241022,3,0,0.9999996666667778,0.019607843009099,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,32.25
Netclan20241142,2,0,0.99999950000025,0.0158730157470395,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,28.75
Netclan20241156,11,1,0.8333332638888947,0.0370370369227252,https://insights.blackcoffer.com/marbles-stimulation-using-python/,19.5
Netclan20241157,12,7,0.2631578808864273,0.0288315629304528,https://insights.blackcoffer.com/stocktwits-data-structurization/,31.0
Netclan20241143,3,8,-0.4545454132231443,0.0308123248436629,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,23.846153846153847
Netclan20241023,8,7,0.0666666622222225,0.0317796609496193,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,29.923076923076923
Netclan20241037,11,1,0.8333332638888947,0.0585365850803093,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,56.666666666666664
Netclan20241021,9,2,0.636363578512402,0.0198555956320296,https://insights.blackcoffer.com/development-of-ea-robot-for-automated-trading/,12.87878787878788
Netclan20241035,30,10,0.4999999875000003,0.0570613408601122,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,14.102564102564102
Netclan20241155,6,1,0.7142856122449125,0.037634408399815,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,55.666666666666664
Netclan20241141,13,7,0.2999999850000007,0.0451467267603911,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,33.72727272727273
Netclan20241140,4,1,0.599999880000024,0.0480769226146449,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,47.0
Netclan20241154,6,1,0.7142856122449125,0.0378378376333089,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,83.0
Netclan20241034,6,3,0.3333332962963004,0.054545454214876,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,20.714285714285715
Netclan20241020,20,10,0.3333333222222225,0.0717703347565303,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,52.285714285714285
Netclan20241084,16,11,0.1851851783264748,0.0971223018089125,https://insights.blackcoffer.com/data-transformation/,20.416666666666668
Netclan20241090,2,2,0.0,0.0189573458817187,https://insights.blackcoffer.com/trading-bot-for-forex/,41.0
Netclan20241047,19,4,0.6521738846880919,0.0498915400219272,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,23.875
Netclan20241053,16,7,0.3913043308128551,0.0331412103268858,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,14.225
Netclan20241133,23,15,0.2105263102493076,0.037999999962,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,25.38235294117647
Netclan20241127,5,0,0.99999980000004,0.0139664804079148,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,52.333333333333336
Netclan20241126,11,3,0.5714285306122479,0.0349999999125,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,65.2
Netclan20241132,1,7,-0.7499999062500118,0.0152671755433832,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,26.647058823529413
Netclan20241052,22,27,-0.102040814244065,0.060718711201092,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,12.979591836734691
Netclan20241046,27,4,0.7419354599375658,0.0554561716360354,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,17.296296296296298
Netclan20241091,7,2,0.5555554938271674,0.0338345863389677,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,22.8
Netclan20241085,7,1,0.7499999062500118,0.0270270269357195,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,19.076923076923077
Netclan20241093,1,3,-0.4999998750000312,0.015999999936,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,35.333333333333336
Netclan20241087,23,5,0.64285711989796,0.0437499999316406,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,21.6
Netclan20241050,18,5,0.5652173667296797,0.0579345086701901,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,23.0
