URL_ID,avg_word_length
Netclan20241024,6.7125
Netclan20241030,8.11336032388664
Netclan20241018,6.767705382436261
Netclan20241150,7.975155279503106
Netclan20241144,7.45
Netclan20241145,7.8247863247863245
Netclan20241151,8.442857142857143
Netclan20241019,6.7125
Netclan20241031,7.570629370629371
Netclan20241025,8.031976744186046
Netclan20241033,7.980066445182724
Netclan20241027,7.800711743772242
Netclan20241147,7.860824742268041
Netclan20241153,7.905405405405405
Netclan20241152,8.342657342657343
Netclan20241146,7.216
Netclan20241026,7.688118811881188
Netclan20241032,7.2727272727272725
Netclan20241036,7.522388059701493
Netclan20241022,7.967213114754099
Netclan20241142,8.264150943396226
Netclan20241156,6.7204724409448815
Netclan20241157,6.820224719101123
Netclan20241143,7.232786885245901
Netclan20241023,6.767705382436261
Netclan20241037,6.854166666666667
Netclan20241021,6.75
Netclan20241035,7.41015625
Netclan20241155,7.777777777777778
Netclan20241141,7.055393586005831
Netclan20241140,8.976190476190476
Netclan20241154,7.748387096774193
Netclan20241034,7.746153846153846
Netclan20241020,8.031976744186046
Netclan20241084,6.592274678111588
Netclan20241090,6.598726114649682
Netclan20241047,7.522471910112359
Netclan20241053,7.96969696969697
Netclan20241133,7.03021978021978
Netclan20241127,7.1522491349480966
Netclan20241126,6.863354037267081
Netclan20241132,6.649122807017544
Netclan20241052,7.2020725388601035
Netclan20241046,7.252771618625277
Netclan20241091,7.345622119815668
Netclan20241085,7.360169491525424
Netclan20241093,7.3861386138613865
Netclan20241087,7.474903474903475
Netclan20241050,7.207792207792208
Netclan20241044,7.210989010989011
Netclan20241078,8.406976744186046
Netclan20241124,7.791907514450867
Netclan20241130,7.7272727272727275
Netclan20241118,7.936781609195402
Netclan20241119,7.166064981949458
Netclan20241131,8.794258373205741
Netclan20241125,6.966101694915254
Netclan20241079,9.444444444444445
Netclan20241045,7.455399061032864
Netclan20241051,7.492063492063492
Netclan20241086,7.529680365296803
Netclan20241092,7.1015625
Netclan20241096,7.110367892976589
Netclan20241082,7.520618556701031
Netclan20241069,6.299610894941634
Netclan20241055,7.059895833333333
Netclan20241041,7.69281045751634
Netclan20241109,7.034904013961605
Netclan20241121,6.926294820717131
Netclan20241135,7.541666666666667
Netclan20241134,7.665871121718377
Netclan20241120,7.65359477124183
Netclan20241108,7.015845070422535
Netclan20241040,7.743243243243243
Netclan20241054,7.490909090909091
Netclan20241068,6.544354838709677
Netclan20241083,7.052434456928839
Netclan20241097,7.361702127659575
Netclan20241081,7.193939393939394
Netclan20241095,7.269406392694064
Netclan20241042,7.150602409638554
Netclan20241056,6.824742268041237
Netclan20241136,8.524271844660195
Netclan20241122,6.366366366366367
Netclan20241123,7.0091324200913245
Netclan20241137,7.845360824742268
Netclan20241057,7.412140575079873
Netclan20241043,7.309002433090025
Netclan20241094,7.75
Netclan20241080,8.287234042553191
Netclan20241099,7.720238095238095
Netclan20241066,7.354037267080745
Netclan20241072,7.990566037735849
Netclan20241112,7.733333333333333
Netclan20241106,7.053191489361702
Netclan20241107,7.676470588235294
Netclan20241113,7.511848341232228
Netclan20241073,6.985981308411215
Netclan20241067,6.92
Netclan20241098,8.021428571428572
Netclan20241071,7.03921568627451
Netclan20241065,7.251533742331288
Netclan20241059,7.184971098265896
Netclan20241105,7.174603174603175
Netclan20241111,7.004587155963303
Netclan20241139,8.061728395061728
Netclan20241138,7.680672268907563
Netclan20241110,7.78698224852071
Netclan20241104,8.175438596491228
Netclan20241058,6.806451612903226
Netclan20241064,7.645070422535211
Netclan20241070,7.254054054054054
Netclan20241048,7.818702290076335
Netclan20241074,7.068322981366459
Netclan20241060,6.6645569620253164
Netclan20241128,6.918918918918919
Netclan20241100,7.378787878787879
Netclan20241114,8.41891891891892
Netclan20241115,8.016949152542374
Netclan20241101,7.211180124223603
Netclan20241129,6.882352941176471
Netclan20241061,6.728260869565218
Netclan20241075,8.220930232558139
Netclan20241049,7.383518225039619
Netclan20241088,7.120481927710843
Netclan20241063,7.033333333333333
Netclan20241077,8.447368421052632
Netclan20241117,6.945
Netclan20241103,7.611650485436893
Netclan20241102,7.375838926174497
Netclan20241116,7.509677419354839
Netclan20241076,8.954545454545455
Netclan20241062,6.973214285714286
Netclan20241089,7.739726027397261
Netclan20241039,7.194805194805195
Netclan20241159,6.9907063197026025
Netclan20241158,7.730659025787966
Netclan20241038,7.660377358490566
Netclan20241017,7.967213114754099
Netclan20241163,7.955555555555556
Netclan20241162,7.721153846153846
Netclan20241028,8.151351351351352
Netclan20241148,7.395238095238096
Netclan20241160,6.818548387096774
Netclan20241161,7.165048543689321
Netclan20241149,7.961783439490445
Netclan20241029,8.48917748917749
